OBJECTID,S_ID,TAGID,CNAME1,CNAME2,CNAME3,GENUS,SPECIES,CULTIVAR,DIAMETER,HEIGHT,CRADAVG,TRUNKHEIGHT,Lat,Long
36,8073,0,Holly,American, ,Ilex,opaca, ,0.000000000000000,8.000000000000000,0.000000000000000,0,38.984977549345459,-76.937877068535343
37,7770,0,Oak,Willow X Southern, ,Quercus,x ludoviciana, ,0.000000000000000,6.000000000000000,0.000000000000000,0,38.992586346887563,-76.948165584453378
38,5711,0,Boxwood,Common, ,Buxus,sempervirens, ,0.000000000000000,1.000000000000000,0.500000000000000,0,38.989332420816723,-76.949644579014901
39,5868,0,Camellia,Japanese,Rosea Supurba,Camellia,japonica,Rosea Supurba,0.000000000000000,0.000000000000000,0.000000000000000,0,38.984687208045564,-76.943652446406020
40,7511,0,Ash,Green, ,Fraxinus,pennsylvanica, ,8.100000000000000,22.500000000000000,11.300000000000001,6,38.997312153401957,-76.923279681595361
41,8592,0,Spruce,Norway, ,Picea,abies, ,4.200000000000000,17.500000000000000,7.300000000000000,1,38.988343606923628,-76.953800213556860
42,6845,0,Ash,Green, ,Fraxinus,pennsylvanica, ,9.400000000000000,26.600000000000001,14.400000000000000,5,38.997072410247092,-76.921884414012055
43,5987,2275,Oak,Scarlet, ,Quercus,coccinea, ,11.300000000000001,38.500000000000000,14.800000000000001,6,38.992636767471907,-76.942632039137337
44,5564,0,Spiraea,Bumald,Anthony Waterer,Spiraea,x bumalda,Anthony Waterer,0.000000000000000,3.000000000000000,2.000000000000000,0,38.990487724095480,-76.951142235361203
45,5573,0,Spiraea,Bumald,Anthony Waterer,Spiraea,x bumalda,Anthony Waterer,0.000000000000000,3.000000000000000,2.000000000000000,0,38.990490387667506,-76.951135396710839
46,5589,0,Spiraea,Bumald,Anthony Waterer,Spiraea,x bumalda,Anthony Waterer,0.000000000000000,3.000000000000000,2.000000000000000,0,38.990515712914693,-76.951102058614907
47,5700,0,Boxwood,Common, ,Buxus,sempervirens, ,0.000000000000000,3.000000000000000,0.000000000000000,0,38.988467661853832,-76.943160865479726
48,6797,0,Oak,Sawtooth, ,Quercus,acutissima, ,5.300000000000000,27.000000000000000,10.000000000000000,6,38.982576768908565,-76.942498774231908
49,5990,2282,Oak,Scarlet, ,Quercus,coccinea, ,26.899999999999999,78.299999999999997,30.800000000000001,6,38.992577161808967,-76.942254471683569
50,14917,3142,Pear,Ornamental,Bradford,Pyrus,calleryana,Bradford,8.800000000000001,0.000000000000000,0.000000000000000,0,38.986562875894869,-76.953818926212563
51,5725,0,Boxwood,Common, ,Buxus,sempervirens, ,0.000000000000000,2.000000000000000,1.000000000000000,0,38.986474204401816,-76.952199760052139
52,15113,0,Forsythia,Border, ,Forsythia,x intermedia, ,0.000000000000000,0.000000000000000,0.000000000000000,0,38.983058994067882,-76.939800407568725
53,5945,0,Camellia,Japanese,Greenboro Red,Camellia,japonica,Greenboro Red,0.000000000000000,0.000000000000000,0.000000000000000,0,38.984648596817699,-76.943666963171424
54,7527,0,Ash,Green, ,Fraxinus,pennsylvanica, ,7.000000000000000,20.600000000000001,9.000000000000000,6,38.997342670800698,-76.921853880584621
55,6776,0,Linden,Little Leaf, ,Tilia,cordata, ,6.400000000000000,21.399999999999999,10.000000000000000,4,38.989896747127801,-76.933769497496456
56,6794,0,Linden,Little Leaf, ,Tilia,cordata, ,6.500000000000000,21.000000000000000,9.000000000000000,5,38.989839904718323,-76.934050602093237
57,14507,0,Red Tip,Fraiser, ,Photinia,x fraseri, ,0.000000000000000,22.000000000000000,0.000000000000000,0,38.984763923230446,-76.940415664169223
58,4975,0,Viburnum,Leatherleaf, ,Viburnum,rhytidophyllum, ,0.000000000000000,0.000000000000000,0.000000000000000,0,38.988650696275478,-76.941811061566682
59,15892,0,Cherry,Laurel,Schipkaensis,Prunus,laurocerasus,Schipkaensis,0.000000000000000,4.000000000000000,1.000000000000000,0,38.987649619313352,-76.951415203535674
